CUNI-EdUKate	CUNI-MH-v3	Cohere CAT+	Command A+	DeepSeek V4 Pro	Dubformer	GLM 4 - 9B	GPT 5.5	GPT OSS 120B	GPT OSS 20B	Gemini 3.1 Pro	Gemma 4 - 31B	Gemma 4 - 4B	GoogleTranslate	Ministral 3 - 14B	Mistral Medium 3.5	Qingqiu-MT-9B	Qwen 3.5 - 9b	Qwen 3.6 - 27b	SalamandraTA	TRIVE	Tiny Aya Global	Tower 9B	UvA-MT
29.12	22.05	47.92	27.45	27.45	27.45	47.92	47.92	27.45	27.45	47.92	47.92	47.92	28.43	22.33	47.92	47.92	47.92	27.45	47.92	27.45	27.45	27.45	27.45
11.83	12.88	31.79	35.97	42.18	29.67	4.95	35.48	42.56	25.23	55.97	24.48	13.35	16.83	20.35	27.04	8.16	10.16	39.65	25.55	42.73	21.03	15.9	36.88
5.29	5.6	55.48	16.77	55.48	32.45	7.29	49.39	10.58	5.86	31.64	12.51	8.04	25.31	14.39	42.73	31.14	11.66	23.25	26.15	55.48	3.15	6.48	6.92
9.17	18.11	11.36	9.73	17.78	35.64	19.61	18.82	22.24	11.59	35.64	34.12	23.43	6.46	29.15	37.04	25.17	4.68	18.26	18.89	23.43	22.54	7.97	11.65
8.15	6.55	8.26	8.29	8.15	8.15	7.79	8.15	6.4	8.15	8.15	8.15	8.15	9.5	6.61	8.15	8.15	6.55	8.15	3.6	8.15	7.79	8.15	6.4
29.61	26.49	41.79	67.46	67.46	54.7	8.24	54.7	51.03	26.45	76.65	39.91	29.32	31.37	19.94	52.92	16.54	30.18	67.46	57.92	35.79	2.59	41.71	33.8
27.1	33.33	35.22	13.91	35.22	28.04	19.25	41.21	56.81	39.58	55.33	81.54	42.84	42.61	7.96	30.86	23.83	52.71	55.33	40.46	28.19	9.1	61.28	41.21
26.3	44.87	29.9	33.43	28.35	35.61	9.94	29.08	30.64	26.34	36.92	33.61	9.6	22.24	32.48	49.23	25.32	25.68	28.83	13.15	30.3	26.59	41.26	34.03
20.33	6.08	7.26	8.53	35.56	6.66	9.01	38.18	4.97	6.02	54.86	38.14	6.99	5.23	33.65	8.35	44.98	9.87	21.99	6.29	52.48	11.8	24.91	18.93
39.95	28.12	55.24	49.63	67.58	62.67	12.41	45.85	46.51	11.84	65.13	56.98	24.27	45.99	22.01	45.77	45.37	33.41	53.43	7.38	59.19	32.69	54.76	67.52
31.42	16.42	43.15	30.9	46.51	50.81	17.14	85.43	36.12	13.2	75.57	12.31	15.0	32.02	11.43	44.71	20.98	12.44	16.99	23.14	70.74	23.82	24.81	31.8
21.89	21.89	23.75	21.89	23.75	16.79	7.26	16.79	23.75	22.1	23.75	16.79	21.89	23.75	21.89	18.95	23.75	18.17	17.06	25.27	23.75	18.88	21.89	23.75
51.19	36.78	51.61	34.06	43.64	53.51	38.64	53.51	51.08	56.48	51.08	56.02	50.62	37.94	38.66	56.48	53.57	35.08	45.35	39.88	42.76	36.16	36.19	53.58
8.52	8.6	4.46	12.09	19.73	8.08	25.22	34.5	24.48	7.78	25.73	45.01	4.55	26.57	9.01	13.1	54.93	7.17	22.76	39.79	27.24	26.16	30.47	8.25
75.12	70.77	70.77	40.09	100.0	100.0	85.79	100.0	100.0	70.77	85.79	40.09	22.42	85.79	70.77	59.71	40.09	40.09	85.79	39.22	85.79	20.31	40.09	85.79
28.73	32.92	31.87	26.04	34.77	31.57	16.2	31.87	30.09	25.42	44.13	27.25	39.68	25.31	12.1	28.41	25.42	26.8	31.64	34.03	44.13	22.54	32.92	36.99
26.93	47.98	67.58	59.45	69.18	59.1	33.16	63.62	38.57	39.98	45.85	59.1	52.21	47.92	50.73	49.72	30.63	48.35	52.21	50.23	44.35	55.32	52.21	44.35
57.01	54.48	49.04	54.48	70.62	70.62	28.47	74.32	63.87	43.22	70.62	64.16	45.67	60.28	41.6	58.16	45.67	47.03	54.48	58.16	70.62	48.83	68.77	70.62
43.03	11.49	52.18	45.92	41.28	46.1	14.67	56.26	43.61	35.98	54.5	43.03	15.82	11.79	32.01	52.18	33.88	20.29	43.03	24.92	64.11	29.04	36.76	54.85
13.9	23.81	26.37	23.62	23.81	9.43	14.13	5.91	9.37	3.51	23.13	23.78	21.71	8.65	15.46	31.82	18.2	20.33	6.36	17.46	6.36	8.75	9.83	21.52
18.22	34.54	35.14	19.11	42.66	26.77	16.69	51.31	19.11	15.82	37.28	27.27	27.27	33.57	15.98	27.27	12.12	14.61	9.62	29.27	51.31	17.86	35.14	51.31
41.31	38.57	51.18	40.35	62.99	54.98	29.44	76.68	58.16	28.62	51.86	41.23	48.76	49.99	50.71	55.13	53.35	55.0	40.91	49.48	51.86	23.77	40.85	70.05
44.82	17.4	41.41	24.41	60.6	41.41	18.54	41.41	57.31	37.71	51.74	24.41	34.11	31.18	45.93	67.39	10.66	23.58	33.49	18.84	41.41	12.11	34.11	41.41
16.23	37.86	31.34	33.09	50.07	34.35	15.54	68.84	15.79	15.45	45.13	32.36	18.69	11.66	19.86	51.89	17.46	23.58	26.17	26.36	52.94	20.31	25.6	49.2
14.73	30.71	15.42	55.0	42.46	42.46	25.54	16.17	16.64	26.73	7.86	28.1	29.53	30.26	18.63	29.53	30.99	29.58	29.53	25.48	20.88	24.83	40.28	16.17
25.01	12.72	34.78	44.81	22.49	12.72	27.61	35.84	31.45	18.34	13.84	35.84	44.81	44.79	16.8	22.1	7.55	12.72	22.1	39.82	35.84	32.39	22.49	16.79
11.52	29.32	26.5	24.41	58.51	41.05	34.46	35.48	29.88	23.48	30.14	27.98	29.55	19.42	21.43	47.3	27.98	22.99	23.42	17.79	17.84	8.28	47.24	41.83
19.67	22.61	23.46	23.46	31.7	31.7	8.52	73.49	21.42	23.46	31.7	24.38	25.48	23.46	20.33	8.14	31.7	31.7	32.0	24.38	31.7	22.65	26.48	31.7
6.5	5.61	47.3	30.93	21.48	60.25	31.47	27.1	30.42	13.0	43.15	57.75	23.8	8.22	27.57	23.8	30.28	23.69	30.26	37.71	22.25	8.55	44.02	33.08
22.67	34.87	33.59	20.63	38.82	30.35	11.93	53.14	28.43	15.6	42.62	54.02	43.25	15.41	12.1	26.96	27.67	18.8	29.13	40.48	50.22	10.65	12.98	33.1
25.76	30.08	29.34	26.38	30.83	30.83	33.66	42.26	42.91	38.4	41.63	35.14	35.32	27.27	31.33	33.07	12.26	34.75	28.2	36.96	43.94	9.17	42.91	38.03
32.3	27.29	45.28	53.09	49.49	54.76	25.32	60.65	52.05	20.9	65.68	60.24	30.59	48.84	22.84	52.69	44.2	32.13	40.93	12.12	54.76	39.09	29.85	55.96
10.09	6.31	65.98	64.01	66.14	65.98	29.19	52.76	50.26	10.61	52.15	52.62	23.44	20.63	23.11	64.01	30.7	39.24	54.56	15.87	52.15	47.48	19.88	62.58
28.65	22.87	54.6	48.73	65.58	65.58	20.04	65.58	65.58	31.63	54.6	42.18	41.23	39.11	42.67	53.64	37.22	29.04	50.65	53.64	54.6	23.22	42.64	65.58
31.96	32.45	49.76	31.96	88.95	88.95	34.11	85.31	51.85	41.74	54.09	41.74	44.61	36.88	50.82	36.88	29.34	54.3	53.61	48.34	73.15	30.65	41.39	58.09
18.81	37.14	53.17	41.41	66.86	53.17	46.73	100.0	50.97	31.04	66.86	46.73	80.32	20.4	44.64	44.64	69.88	57.06	50.96	66.86	66.86	41.86	17.21	94.26
75.22	37.47	87.87	48.74	87.87	42.06	36.47	87.87	77.23	42.06	87.87	87.87	87.87	35.7	80.83	80.83	42.06	36.61	42.06	80.83	74.03	69.34	36.61	37.11
59.77	64.15	52.73	47.16	61.95	65.75	36.79	57.61	47.71	52.59	71.31	47.63	39.34	48.59	45.42	67.09	49.59	31.21	59.06	41.89	74.07	51.3	65.55	50.56
19.49	24.8	32.92	26.6	34.79	36.63	34.18	57.84	18.95	17.96	53.12	17.42	9.19	14.44	26.82	44.72	24.8	22.23	34.59	23.98	27.35	17.44	21.26	29.62
10.67	8.89	27.83	39.68	28.55	32.47	13.97	59.1	22.78	21.98	53.9	30.63	27.5	26.66	31.67	21.63	13.99	12.82	22.04	28.33	38.38	19.63	21.63	34.7
17.92	26.46	17.92	16.5	35.72	25.89	37.4	25.89	25.89	33.53	30.75	33.73	31.64	29.74	36.66	49.38	22.37	5.88	6.61	40.75	30.75	12.4	17.92	25.89
10.33	26.68	34.78	5.43	48.96	14.75	10.9	45.31	48.81	9.78	64.56	29.47	13.67	10.06	14.0	19.94	32.92	11.45	10.9	26.06	48.96	5.21	11.49	30.6
39.55	33.49	39.55	27.66	33.85	32.26	48.13	14.04	14.79	39.55	17.21	39.55	31.87	31.16	11.08	39.55	35.59	33.85	38.66	21.58	17.21	31.16	21.64	14.35
6.21	6.21	32.38	47.86	42.63	53.85	10.71	53.85	10.46	30.01	46.65	32.38	36.38	31.27	29.36	18.26	30.01	23.76	76.94	26.59	30.81	4.89	24.11	42.63
27.67	12.52	22.04	22.04	72.21	80.39	9.35	51.93	42.47	59.42	50.19	62.65	71.7	23.69	48.06	45.11	32.27	20.72	78.44	32.18	80.39	25.53	16.49	58.28
24.05	13.89	11.97	18.96	37.06	28.24	2.09	21.52	10.21	3.19	47.26	14.65	10.25	9.78	19.57	10.56	31.46	7.89	21.73	7.61	38.94	3.56	10.63	21.08
49.26	52.76	71.27	56.88	65.66	100.0	36.29	91.28	66.56	32.54	91.28	83.9	45.26	45.26	44.81	57.49	82.93	62.67	54.27	42.01	100.0	53.92	49.04	87.87
11.7	12.31	14.19	19.14	31.05	30.8	4.3	30.27	19.42	9.61	25.56	33.05	16.24	15.86	14.46	29.79	11.79	21.71	18.46	19.6	33.83	7.45	9.82	13.89
12.04	15.34	10.37	17.71	34.46	28.76	37.28	41.01	11.32	15.03	51.19	18.93	12.73	13.83	12.25	16.84	29.7	25.67	13.45	29.18	43.09	30.19	14.44	43.47
20.9	38.58	34.36	49.61	47.37	40.63	19.57	58.02	33.17	36.54	67.71	43.88	50.83	40.29	34.75	36.57	49.61	24.01	58.02	49.06	56.05	34.69	46.07	67.71
29.52	21.48	46.74	56.25	56.25	65.12	9.44	59.07	45.25	47.78	56.25	54.4	38.06	31.37	10.47	65.12	37.13	17.51	36.08	40.67	65.15	40.14	22.76	55.57
41.41	31.55	30.04	57.51	72.73	51.72	19.52	51.31	43.18	42.03	49.3	31.48	47.13	26.5	51.97	52.26	53.38	34.57	42.0	31.64	76.42	37.32	22.94	53.03
23.27	24.46	8.81	5.0	3.46	36.17	8.04	38.04	14.97	11.21	60.23	13.19	9.23	9.49	4.54	3.91	3.51	10.6	9.82	14.56	42.61	23.2	10.17	42.61
27.44	15.91	8.89	31.54	20.2	8.89	25.75	15.54	31.54	15.54	36.16	31.61	7.35	15.13	9.67	10.51	5.75	6.75	8.49	7.35	15.13	25.46	9.24	15.13
6.0	20.15	15.36	24.72	13.04	26.35	21.24	21.34	15.51	15.82	43.02	30.76	30.76	21.9	12.96	17.57	16.45	20.45	26.35	18.93	27.41	15.56	24.29	14.25
17.55	18.62	27.96	19.13	30.33	25.28	14.22	24.12	19.95	15.78	24.7	21.48	20.04	11.91	14.02	26.14	21.16	19.23	14.51	30.05	27.13	19.21	26.02	36.41
7.24	7.66	5.94	9.11	11.61	14.45	2.2	14.45	7.66	7.26	36.53	9.11	4.41	4.42	9.13	5.81	3.83	3.67	5.5	8.54	19.22	3.63	9.11	20.17
30.96	45.57	51.72	47.76	19.46	49.11	27.19	64.25	39.64	15.43	27.5	48.21	45.88	3.05	43.04	51.68	46.84	13.48	18.42	10.87	36.37	13.83	29.69	40.05
22.42	22.76	54.16	40.9	50.75	60.22	10.56	38.36	52.75	45.08	37.91	54.07	44.44	20.92	29.59	58.22	60.2	19.99	10.74	54.16	69.44	18.7	45.08	60.22
9.56	3.17	5.54	6.81	19.09	24.3	10.98	20.69	6.44	14.83	19.09	13.64	5.33	4.97	4.45	7.0	14.23	14.53	20.67	6.11	19.09	4.97	15.36	19.09
39.0	1.58	4.58	21.96	39.01	52.44	3.84	47.92	41.73	35.94	45.67	49.77	25.95	29.86	10.84	35.75	10.81	33.88	27.18	18.96	42.48	6.77	20.07	36.49
53.71	21.86	55.16	60.68	77.39	77.39	24.9	78.84	40.91	51.28	90.21	90.21	52.28	39.45	22.88	77.39	58.02	52.28	60.68	32.2	100.0	23.22	15.75	78.84
20.86	16.0	15.5	24.83	10.1	15.21	6.76	23.95	11.7	12.69	29.54	15.43	15.94	12.4	9.48	8.14	10.15	5.55	18.8	12.4	22.41	2.14	14.42	15.75
17.09	28.02	18.4	26.21	39.21	16.34	24.11	31.36	14.31	7.39	32.43	16.45	13.82	16.89	17.66	21.86	4.66	16.37	13.99	8.83	25.67	15.8	10.62	16.77
32.54	15.18	29.01	22.47	45.11	40.91	4.79	60.24	44.85	6.79	38.12	45.01	45.11	22.74	45.38	44.72	31.98	35.86	42.46	37.42	50.33	17.13	42.74	54.24
14.73	12.51	28.86	29.15	48.68	21.99	14.61	58.36	12.58	5.91	58.36	21.99	30.75	40.47	36.66	41.28	14.4	20.52	41.28	31.64	37.03	7.13	21.95	18.76
17.67	38.5	21.71	29.89	18.2	33.98	38.09	41.89	15.41	11.55	50.7	25.25	36.66	14.73	5.38	35.5	24.71	36.39	26.76	17.0	40.29	8.86	17.05	32.6
29.26	24.71	24.71	22.72	22.72	24.11	24.71	22.72	24.11	24.71	22.72	40.53	44.08	34.69	16.94	24.71	22.72	13.07	24.71	2.91	22.72	29.26	24.71	22.72
25.74	36.08	31.3	28.98	30.1	40.34	24.73	43.57	31.13	25.13	29.58	34.12	12.54	28.2	35.81	36.97	42.06	34.12	11.44	38.87	32.0	32.2	28.2	20.32
9.8	6.98	11.2	21.21	45.63	37.35	33.9	39.71	29.4	13.67	47.78	24.55	22.54	11.6	17.74	50.54	39.75	37.2	21.98	9.97	42.4	18.67	9.09	36.82
50.46	30.92	37.54	50.26	62.74	42.44	46.36	39.03	54.35	32.14	74.73	43.67	62.09	38.87	32.24	62.74	42.44	34.89	47.72	33.28	46.65	44.15	28.91	40.67
11.12	9.24	29.98	9.43	15.13	42.8	23.9	11.88	42.8	23.9	24.02	24.02	46.92	8.05	42.8	8.89	24.02	42.8	37.7	11.73	26.13	7.14	15.13	53.11
53.13	44.56	59.69	50.39	54.24	80.03	33.34	80.03	50.39	33.27	58.28	72.42	73.11	29.49	23.51	64.75	58.28	64.75	38.5	46.89	72.42	31.54	39.38	53.07
44.78	31.69	55.71	84.85	73.45	82.85	27.69	84.85	44.52	43.07	84.85	47.29	35.53	49.2	53.08	84.85	56.73	38.55	78.51	56.73	84.85	49.18	53.4	56.25
35.32	23.95	31.81	14.31	47.63	31.3	30.55	56.24	35.88	31.84	49.58	22.04	19.9	24.3	21.16	48.83	22.13	33.21	24.74	33.95	49.58	33.73	30.49	42.05
32.45	41.17	33.41	53.88	65.45	45.81	27.11	50.58	30.59	18.21	65.82	37.62	21.18	32.08	26.93	31.59	38.08	20.52	32.08	26.57	52.63	41.17	42.98	68.42
60.33	36.31	58.8	46.64	44.48	60.9	39.73	73.52	42.05	59.64	63.62	47.15	63.62	37.85	60.67	53.3	51.98	42.5	65.31	51.54	78.84	37.85	42.59	76.41
51.52	21.26	27.45	33.81	29.12	32.26	17.12	31.87	34.11	17.12	29.15	25.96	33.95	44.22	14.75	29.24	16.2	48.72	27.45	47.27	29.12	26.14	48.72	38.33
7.78	15.58	11.15	5.27	24.03	23.27	3.73	16.17	15.19	34.62	13.33	19.77	12.81	15.34	4.09	13.48	11.08	7.44	12.24	14.75	11.39	4.99	5.14	13.55
14.77	14.23	15.31	8.69	11.42	13.82	6.31	9.8	15.33	6.6	12.29	8.69	13.33	25.42	5.78	8.53	9.35	7.02	7.41	9.61	8.54	9.49	16.17	8.38
38.67	39.83	43.24	48.73	63.88	71.88	46.14	71.88	47.29	33.66	80.65	53.78	51.28	43.87	42.98	66.74	65.09	50.5	58.63	55.68	65.09	27.82	67.08	71.88
27.19	9.56	17.89	12.58	37.03	10.58	9.09	13.7	18.87	7.71	11.37	17.89	9.85	8.9	10.28	26.68	12.86	16.56	15.6	28.41	28.26	8.46	9.85	16.08
6.79	13.46	27.38	28.02	31.18	37.91	16.36	12.07	19.97	21.78	20.92	20.3	20.55	16.39	11.84	33.98	23.53	8.92	12.76	17.96	30.39	12.08	18.57	21.92
33.2	25.08	32.41	25.19	65.78	73.05	19.19	59.8	31.13	18.5	69.58	48.97	27.02	29.9	18.22	39.98	15.8	29.37	33.84	49.45	69.58	5.3	27.88	78.9
31.33	21.95	14.64	16.7	16.7	33.87	34.26	45.81	33.87	46.0	68.16	44.78	22.47	35.99	36.99	33.87	68.16	54.07	68.16	10.7	68.16	16.24	14.45	44.23
29.79	42.33	48.8	13.57	36.47	56.78	12.8	40.19	31.78	12.98	41.24	42.14	27.55	22.52	11.39	42.06	12.8	43.4	42.75	39.94	44.31	13.25	20.08	68.82
6.01	13.22	5.79	5.82	43.93	42.28	9.23	24.49	9.85	18.23	54.12	21.71	9.39	5.86	12.71	6.01	6.0	5.36	9.79	2.07	46.46	10.34	40.38	2.85
9.89	4.39	28.02	21.88	38.76	41.3	10.13	36.27	11.96	3.39	21.53	14.8	16.92	9.59	8.25	12.32	6.88	4.45	9.39	7.32	21.53	9.35	7.48	14.09
5.5	8.06	8.53	11.88	16.44	10.63	9.23	14.23	16.7	14.23	13.15	35.4	12.12	9.04	14.11	16.25	9.26	10.97	16.61	13.69	15.36	5.38	9.04	13.73
7.26	8.03	7.01	5.68	32.23	25.89	6.43	51.06	8.27	7.44	32.93	8.27	8.27	8.27	4.66	32.93	7.44	7.44	5.68	7.77	40.47	7.26	19.3	25.89
25.89	12.89	19.95	27.91	10.49	35.73	9.74	41.79	10.34	17.59	42.46	25.22	43.52	23.23	24.51	17.59	44.43	18.72	20.33	14.38	19.13	33.93	13.77	28.22
20.33	18.92	46.05	46.17	19.56	61.15	27.67	46.05	19.56	3.66	29.9	17.61	46.05	36.62	7.96	19.56	19.56	29.9	18.21	13.38	29.9	26.76	46.05	31.54
19.0	14.38	14.65	28.2	12.79	19.05	5.86	54.27	9.4	9.62	29.46	18.24	31.65	29.74	19.51	17.27	9.4	12.9	11.6	35.39	29.49	5.74	15.31	19.05
13.55	12.75	5.11	6.55	19.91	8.83	5.41	9.52	7.77	5.3	9.15	24.67	5.61	8.16	6.61	4.79	16.69	4.58	10.49	2.21	26.1	5.31	7.89	20.11
17.14	28.26	87.25	52.66	64.87	67.31	33.72	87.25	30.73	28.14	75.22	44.73	17.82	64.71	57.13	19.54	44.88	9.49	61.48	41.04	79.48	44.75	22.49	45.14
6.86	13.48	36.22	12.49	26.42	27.29	14.2	48.82	20.35	19.97	12.4	13.92	20.35	6.86	27.71	35.93	30.47	37.36	13.38	50.5	23.55	7.18	24.7	36.66
4.25	9.29	14.82	19.39	34.0	38.42	22.0	47.22	11.63	20.6	34.0	13.04	23.91	17.57	6.22	4.62	45.47	6.27	2.83	3.88	76.16	7.24	20.48	47.11
11.73	5.24	26.45	16.81	67.87	34.48	9.55	53.11	38.88	11.88	100.0	26.45	9.6	29.0	7.14	16.06	26.45	26.31	14.99	5.37	100.0	34.48	26.3	63.16
8.65	21.08	51.06	41.35	66.0	50.54	12.88	66.0	44.9	44.9	66.0	44.9	38.66	65.54	24.84	44.9	48.88	31.28	35.21	40.11	55.13	44.38	24.87	52.6
11.75	10.81	42.79	18.19	11.99	34.3	14.78	34.3	23.18	11.91	46.66	15.61	21.93	9.26	10.49	34.76	21.93	10.12	33.62	26.91	34.3	10.1	12.7	34.3
19.54	15.21	28.35	9.62	20.79	29.86	16.66	36.48	11.95	9.09	25.34	12.64	22.49	9.69	14.28	11.42	11.27	12.11	19.58	12.8	29.86	12.61	13.75	25.84
29.42	78.25	59.23	59.23	78.25	78.25	31.82	44.08	32.0	70.16	78.25	37.5	7.86	62.98	31.82	9.57	78.25	34.61	45.72	21.36	64.5	59.69	64.75	34.61
6.96	5.17	14.54	18.0	41.47	10.36	6.31	19.76	12.06	5.15	26.76	45.92	9.36	2.8	18.73	19.76	32.04	15.75	14.34	10.09	29.8	10.62	29.56	38.22
29.18	53.63	38.29	44.77	58.16	40.78	27.75	61.92	54.26	50.02	61.92	67.62	73.78	41.98	55.56	60.93	46.77	48.15	73.78	22.55	53.64	57.95	59.64	67.62
39.72	69.98	38.97	27.64	61.63	70.48	40.91	78.25	21.76	20.95	34.79	38.97	61.63	42.31	23.29	61.63	42.31	19.86	42.31	34.79	43.24	13.16	54.45	61.63
11.01	4.9	7.54	5.23	27.25	10.32	9.35	27.25	5.24	6.33	38.95	14.88	19.6	13.37	25.16	34.38	39.67	44.96	34.67	20.85	27.25	6.11	7.01	7.34
18.98	18.93	21.29	27.88	26.01	21.84	26.01	38.61	27.05	8.33	27.05	21.29	12.01	20.6	18.89	21.29	21.84	4.48	18.84	18.89	27.05	11.41	8.09	19.82
23.29	26.34	7.44	16.27	38.54	43.04	18.52	66.75	9.42	12.8	43.04	46.63	26.29	12.04	11.45	30.14	34.74	34.74	28.04	38.54	46.63	15.94	17.62	53.58
5.47	21.15	19.77	30.34	30.9	29.46	8.59	30.9	23.3	8.93	28.98	24.55	8.07	18.23	21.66	19.87	27.55	10.24	25.13	19.37	30.9	8.04	24.66	30.9
50.63	29.98	82.07	82.07	100.0	76.22	33.58	100.0	47.59	50.4	82.07	58.32	46.85	64.86	43.94	68.62	58.32	58.32	58.32	82.07	100.0	58.32	57.65	45.01
20.34	39.11	20.09	39.11	21.43	62.68	49.39	49.31	48.82	37.95	17.86	37.95	17.86	12.0	51.29	44.65	33.96	19.85	14.61	34.81	63.84	20.34	18.06	10.35
36.1	55.8	41.23	22.4	44.84	48.01	18.96	84.0	57.97	35.99	61.68	40.26	40.24	37.07	61.76	80.49	45.31	54.06	49.06	42.93	61.68	26.34	62.52	16.72
19.94	6.76	39.52	11.15	21.89	31.87	4.7	62.95	9.09	33.12	42.17	31.87	9.41	6.87	8.28	19.94	11.97	15.28	14.52	47.0	62.73	4.71	62.73	33.52
9.74	9.74	28.33	28.33	28.33	28.33	25.92	28.33	28.33	19.69	28.33	28.33	28.33	13.26	29.44	28.33	28.33	14.74	28.33	53.7	49.2	5.82	28.33	19.69
36.97	33.25	9.19	40.03	57.68	15.78	17.4	51.02	15.79	14.68	63.64	27.99	30.6	32.92	11.64	11.61	16.45	9.5	7.97	1.48	57.17	16.25	11.57	27.03
5.14	7.22	47.63	16.68	43.04	66.75	5.24	43.04	22.44	18.33	44.35	66.75	9.14	12.85	25.58	38.18	45.05	6.07	12.67	12.43	45.83	10.58	39.39	44.35
25.17	19.36	28.81	7.7	29.56	21.06	4.92	32.16	3.27	2.0	50.63	20.01	4.98	12.28	12.0	8.45	16.33	7.49	16.34	17.19	46.24	3.64	6.68	9.03
21.86	20.84	36.42	35.19	43.85	34.67	13.17	31.05	25.85	17.57	30.84	19.81	41.23	18.43	20.97	23.31	21.69	31.08	11.24	9.07	28.2	17.55	30.33	25.36
30.71	31.21	47.91	36.48	27.52	39.8	16.08	58.93	11.9	9.72	37.27	38.64	30.9	8.07	40.61	34.37	19.99	20.22	13.75	37.82	40.36	4.54	44.82	16.15
9.98	25.95	54.79	50.8	64.97	53.88	11.9	72.31	9.63	20.33	72.58	56.85	47.25	37.63	31.84	48.8	30.92	41.85	43.31	22.09	57.38	9.6	38.99	47.33
45.24	45.8	26.88	39.39	38.52	58.23	35.22	53.38	35.2	36.91	59.76	42.09	27.76	30.09	23.94	31.77	28.85	20.9	44.78	40.81	56.84	37.9	35.73	48.65
38.85	55.01	41.71	35.64	35.09	35.64	29.83	67.9	55.29	39.21	55.98	40.24	53.22	35.64	44.21	48.36	60.64	41.74	38.39	17.94	76.69	54.27	50.34	67.9
3.03	5.75	17.18	18.71	20.75	28.3	4.72	12.65	17.18	6.96	29.49	35.96	4.5	7.99	37.42	20.75	12.06	10.06	15.05	12.94	12.65	4.57	29.55	19.56
28.01	42.46	12.9	40.34	24.1	42.99	26.24	54.3	50.54	18.06	50.54	27.48	42.99	23.71	22.3	44.27	36.51	18.37	26.76	46.22	41.47	24.47	45.78	42.99
43.33	43.33	43.33	45.79	45.79	45.79	19.56	45.79	45.79	43.33	45.79	45.79	43.33	29.26	23.21	27.88	33.16	12.3	45.79	43.33	45.79	24.6	13.38	26.01
