Tiny Aya Global,GPT OSS 20B,UvA-MT,Qingqiu-MT-9B,Dubformer,DeepSeek V4 Pro,CUNI-EdUKate,Qwen 3.6 - 27b,Gemini 3.1 Pro,Ministral 3 - 14B,GoogleTranslate,Tower 9B,Mistral Medium 3.5,Command A+,Cohere CAT+,GPT OSS 120B,Qwen 3.5 - 9b,Gemma 4 - 4B,CUNI-MH-v3,TRIVE,SalamandraTA,GPT 5.5,Gemma 4 - 31B,GLM 4 - 9B
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],[],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv'],['Archiv']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Erwerbstätigkeit'],['Erwerbstätigkeit'],['Erwerbstätigkeit'],['Erwerbstätigkeit'],['Erwerbstätigkeit'],[],[],['Erwerbstätigkeit'],[],[],['Erwerbstätigkeit'],['Erwerbstätigkeit'],['Erwerbstätigkeit'],['Erwerbstätigkeit'],['Erwerbstätigkeit'],['Erwerbstätigkeit'],[],[],['Erwerbstätigkeit'],['Erwerbstätigkeit'],['Erwerbstätigkeit'],['Erwerbstätigkeit'],['Erwerbstätigkeit']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommenssteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommenssteuer'],['Einkommensteuer'],['Einkommensteuer'],['Einkommensteuer']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Ersatzerklärung'],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Einstellung'],[],[],[],[],[],['Einstellung'],[],[],[],[],['Einstellung'],[],[],[],[],[],[],['Einstellung'],[],[],[],[],[]
[],['Zugangsrecht'],[],[],[],['Zugangsrecht'],[],['Zugangsrecht'],[],['Zugangsrecht'],['Zugangsrecht'],['Zugangsrecht'],[],[],[],['Zugangsrecht'],['Zugangsrecht'],['Zugangsrecht'],[],[],['Zugangsrecht'],[],[],['Zugangsrecht']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],['Staatsverwaltung'],[],[],[],[],[],[],[],[],['Staatsverwaltung'],[]
[],[],[],[],[],['Gebietskörperschaft'],['Gebietskörperschaft'],['Gebietskörperschaft'],[],['Gebietskörperschaft'],[],['Gebietskörperschaft'],['Gebietskörperschaft'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['unabhängig Verwaltungsbehörde'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['Verwaltungsstrafe'],['Verwaltungsstrafe'],['Verwaltungsstrafe'],[],[],[],['Verwaltungsstrafe'],[],[],[],[],[],[],['Verwaltungsstrafe'],['Verwaltungsstrafe'],[],[],['Verwaltungsstrafe'],['Verwaltungsstrafe'],[],['Verwaltungsstrafe'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],['Gesetz'],[],[],['Gesetz'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"['Maßnahme', 'Maßnahme']","['Maßnahme', 'Maßnahme']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Organ'],[],[],[],[],['Organ'],[],[],[],[],[],['Organ'],[],[],['Organ'],[],[],['Organ'],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],['Verwaltungsbeschwerde'],['Verwaltungsrekurs'],[],[],[],[],[],[],[],[],['Verwaltungsbeschwerde'],[],['Verwaltungsbeschwerde'],[],['Verwaltungsrekurs'],[],[],[],[],['Verwaltungsbeschwerde'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Verwaltungsbeschwerde'],[],[],[],[],[],[],[],[],[],[],[],[],['Verwaltungsbeschwerde'],[],[],[],[],[],[],[]
[],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],[],['ungeborenes Kind'],['Ungeborener'],['Ungeborener'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],[],['ungeborenes Kind'],['Ungeborener'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind']
[],['ungeborenes Kind'],['Ungeborener'],['Ungeborener'],['Ungeborener'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],['Ungeborener'],['ungeborener'],['ungeborenes Kind'],['Ungeborener'],['Ungeborener'],['Ungeborener'],['ungeborenes Kind'],['ungeborenes Kind'],[],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborenes Kind'],['ungeborener'],['Ungeborener'],[],[]
[],['Nasciturus'],[],[],[],['Nasciturus'],[],"['Ungeborener', 'Ungeborner']",[],[],"['Ungeborener', 'Ungeborner']",[],[],"['Ungeborener', 'Ungeborner']",[],['Nasciturus'],[],['ungeborn Kind'],"['Ungeborener', 'Ungeborner']",[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Schulpflicht'],['Schulpflicht'],[],[],['Schulpflicht'],[],[],[],[],[],[],[],[],[],[]
[],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],[],['Zuschuss'],[],['Zuschuss'],[],['Zuschuss'],['Zuschuss'],[],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],[],[],[],[],['Zuschuss'],['Beitrag']
['Zuschuss'],['Zuschuss'],[],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],[],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],[],[],[],['Zuschuss'],['Zuschuss']
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],['Stillschweigen'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
['Gemeinde'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Ortsgemeinde'],[],[],[],[],[],[]
['Großstadt mit Sonderstatus'],[],[],['Großstadt mit besonderer Status'],['Großstadt mit Sonderstatus'],[],[],[],['Großstadt mit Sonderstatus'],[],[],[],['Großstadt mit besonderer Status'],[],['Großstadt mit Sonderstatus'],['Großstadt mit Sonderstatus'],[],['Großstadt mit besonderem Status'],[],[],['Großstadt mit Sonderstatus'],['Großstadt mit Sonderstatus'],[],[]
['Großstadt mit Sonderstatus'],[],['Großstadt mit Sonderstatus'],[],['Großstadt mit Sonderstatus'],[],[],[],['Großstadt mit Sonderstatus'],[],[],[],['Großstadt mit Sonderstatus'],[],['Großstadt mit Sonderstatus'],[],[],[],[],[],['Großstadt mit besonderer Status'],['Großstadt mit besonderer Status'],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Antimafia-Bescheinigung'],[],['Antimafia-Bescheinigung'],['Antimafia-Bescheinigung'],['Antimafia-Bescheinigung'],['Antimafia-Bescheinigung'],[],['Antimafia-Bescheinigung'],[],['Antimafia-Bescheinigung'],[],[],['Antimafia-Bescheinigung'],[],['Antimafia-Bescheinigung'],[],['Antimafia-Bescheinigung'],['Antimafia-Bescheinigung'],[],[],[],[],['Antimafia-Bescheinigung'],[]
['Beförderung von Sachen'],['Güterbeförderung'],[],['Beförderung von Sachen'],[],[],[],['Beförderung von Sachen'],[],[],[],['Güterbeförderung'],[],['Güterbeförderung'],[],['Güterbeförderung'],['Beförderung von Sachen'],['Güterbeförderung'],[],[],[],[],['Güterbeförderung'],['Güterbeförderung']
,,,,,,,,,,,,,,,,,,,,,,,
[],['Notakt'],[],[],[],[],[],[],[],['Notakt'],[],[],[],[],[],[],[],['Notakt'],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Ersatzerklärung'],['Ersatzerklärung'],['Ersatzerklärung'],"['Ersatzerklärung', 'Ersatzerklärung']",['Ersatzerklärung'],[],[],[],[],[],[],['Ersatzerklärung'],[],[],['Ersatzerklärung'],['Ersatzerklärung'],[],[],['Ersatzerklärung'],[],['Ersatzerklärung'],['Ersatzerklärung'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Ersatzerklärung'],[],[],[],[]
[],[],[],[],[],[],[],[],['Ersatzerklärung'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],['Verwaltungsstrafe'],[],['Verwaltungsstrafe'],[],[],[],[],[],['Verwaltungsstrafe'],[],[],[],[],['Verwaltungsstrafe'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
['Übungsfahrt'],[],[],[],['Fahrübung'],[],[],[],[],[],[],['Übungsfahrt'],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],"['praktisch Unterricht', 'praktisch Unterricht']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['meldeamtliche Bescheinigung'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],"['Fahrbahn', 'Fahrbahn']",['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],[],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],"['Fahrbahn', 'Fahrbahn']",['Fahrbahn'],"['Fahrbahn', 'Fahrbahn']",['Fahrbahn'],['Fahrbahn']
[],[],[],[],[],[],[],[],[],[],[],[],[],['Straße'],[],[],[],[],[],[],[],[],[],[]
[],[],"['Führerausweis', 'Führerausweis', 'Führerausweis']","['Führerausweis', 'Führerausweis', 'Führerausweis']","['Führerausweis', 'Führerausweis', 'Führerausweis']","['Führerausweis', 'Führerausweis', 'Führerausweis']",[],"['Führerausweis', 'Führerausweis', 'Führerausweis']","['Führerausweis', 'Führerausweis', 'Führerausweis']",['Führerausweis'],[],"['Führerausweis', 'Führerausweis']","['Führerausweis', 'Führerausweis']",['Führerausweis'],"['Führerausweis', 'Führerausweis', 'Führerausweis']",[],"['Führerausweis', 'Führerausweis', 'Führerausweis']","['Führerausweis', 'Führerausweis', 'Führerausweis']",[],"['Führerausweis', 'Führerausweis', 'Führerausweis']","['Führerausweis', 'Führerausweis', 'Führerausweis']","['Führerausweis', 'Führerausweis', 'Führerausweis']","['Führerausweis', 'Führerausweis', 'Führerausweis']",[]
['Fahrbahn'],[],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],[],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],['Fahrbahn'],[],[],['Fahrbahn'],[],['Fahrbahn'],['Fahrbahn'],[],['Fahrbahn'],[],['Fahrbahn'],['Fahrbahn'],['Fahrbahn']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Fahrspur'],[],[],[],[],[],[],[],[],['Fahrstreifen'],['Fahrspur'],[],[],[],[],[],[],[],['Fahrstreifen'],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],['Straßengrund'],[],[],[],[],[],[],[],[],[],[],[],[],['Straßengrund'],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Verkehrsverbot'],['Verkehrsverbot'],['Verkehrsverbot'],['Verkehrsverbot'],[],[],[],['Verkehrsverbot'],[],[],[],['Verkehrsverbot'],['Verkehrsverbot'],['Verkehrsverbot'],[],['Verkehrsverbot'],['Verkehrsverbot'],['Verkehrsverbot'],[],[],['Verkehrsverbot'],['Verkehrsverbot'],[],['Verkehrsverbot']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Führerschein'],[],[],[],[],[],[],[],['Führerschein'],[],[],[],[],[],[],['Führerschein'],[],['Führerschein'],[],[],[]
[],[],[],[],[],[],['Straße'],[],[],[],[],[],[],[],[],[],[],[],['Straße'],[],[],[],[],[]
"['Abfall', 'Abfall', 'Abfall']",['Abfall'],"['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']",['Abfall'],"['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']",['Abfall'],"['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall']"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"['Führerschein', 'Führerschein']",['Führerschein'],['Führerschein'],"['Führerschein', 'Führerschein']",['Führerschein'],['Führerschein'],[],['Führerschein'],['Führerschein'],"['Führerschein', 'Führerschein']",['Führerschein'],['Führerschein'],['Führerschein'],['Führerschein'],['Führerschein'],[],"['Führerschein', 'Führerschein']","['Führerschein', 'Führerschein']","['Führerschein', 'Führerschein']",['Führerschein'],['Führerschein'],['Führerschein'],['Führerschein'],"['Führerschein', 'Führerschein']"
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Fachkraft der Gesundheitsdienst'],[],[],[],['Fachkraft der Gesundheitsdienst'],[],['Fachkraft der Gesundheitsdienst'],[],[],[],[],['Fachkraft des Gesundheitsdienstes'],['Sanitätsfachkraft'],['Fachkraft der Gesundheitsdienst'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['nichtstaatlich Schule'],[],[],[],[],[],[],[],[],[],[],[],['nichtstaatlich Schule'],[],[],[],[],[],[],[],[],[],[],[]
['Gymnasium'],['Gymnasium'],[],[],['Gymnasium'],['Gymnasium'],['Lyzeum'],[],['Gymnasium'],[],['Gymnasium'],['Gymnasium'],['Gymnasium'],['Gymnasium'],['Gymnasium'],['Gymnasium'],[],['Gymnasium'],['Gymnasium'],['Gymnasium'],[],[],['Gymnasium'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],"['natürlich Person', 'natürlich Person']",[],[],[],[],[],[],[],[],[],['natürliche Person'],[],[],[],['natürliche Person'],[],[],[],[],[],[],['natürliche Person'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['lärmbedingte Hörschädigung'],[],[],[],[],['lärmbedingte Hörschädigung'],[],[],['lärmbedingte Hörschädigung']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],[],['Abschnitt'],[],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt'],['Abschnitt']
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],['Kataster'],[],[],[],[],[],['Kataster'],['Kataster'],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],['Kataster'],[],[],['Kataster'],[],[],[],[],[],['kataster'],[]
['Kataster'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Führerschein'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['Titel'],[],[],[],[],['Titel'],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Strassensignalisation'],[],['Signalisation'],[],[],[],[],[],[],[]
[],['Verkehrszeichen'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Verkehrszeichen']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Vorschriftssignal'],['Gebotszeichen'],[],['Vorschriftssignal'],[],['Vorschriftssignal'],[],[],[],[],[],[],[],[],['Vorschriftssignal'],[],[],[],[],[],['Gebotszeichen'],['Vorschriftssignal'],[],[]
"['Kennzeichen', 'Kennzeichen']",['Kennzeichen'],[],[],['Kennzeichen'],[],['Kennzeichen'],['Kennzeichen'],['Kennzeichen'],['Kennzeichen'],['Kennzeichen'],['Kennzeichen'],[],[],[],[],[],[],['Kennzeichen'],['Kennzeichen'],['Kennzeichen'],['Kennzeichen'],['Kennzeichen'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Kennzeichen'],[],[],[],[],[],[],[],[],[],[],[],[],['Kennzeichen'],['Kennzeichen'],[],[],['Kennzeichen'],[],[],['Kennzeichen'],[],[],['Kennzeichen']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],['Körperschaft der öffentlich Recht'],[],['öffentlich Körperschaft'],[],[],[],[],[],['Körperschaft der öffentlich Recht'],[],[],[],[],['Körperschaft der öffentlich Recht'],['Körperschaft der öffentlich Recht'],[],[],[],[],[],[],['öffentlich-rechtlich Körperschaft'],[]
[],[],[],[],[],[],[],[],[],[],['Staatsverwaltung'],[],['Staatsverwaltung'],['Staatsverwaltung'],[],['Staatsverwaltung'],[],[],[],[],['Staatsverwaltung'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],"['Nutzer', 'Nutzer']",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Rundfunkdienst'],['Rundfunkdienst'],[],[],['Rundfunkdienst'],['Rundfunkdienst'],[],[],[],[],[],['Rundfunkdienst'],['Rundfunkdienst'],[],['Rundfunkdienst'],[],[],['Rundfunkdienst'],[],[],[],['Rundfunkdienst'],[]
[],[],['Rundfunkdienst'],[],[],[],['Rundfunkdienst'],['Rundfunkdienst'],[],['Rundfunk'],['Rundfunkdienst'],[],['Rundfunkdienst'],['Rundfunkdienst'],[],['Rundfunkdienst'],[],['Rundfunkdienst'],['Rundfunkdienst'],[],[],['Rundfunkdienst'],['Rundfunkdienst'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
